N,P,K,temperature,humidity,ph,rainfall,label
121.82,58.61,61.63,22.39,80.37,6.34,1640.88,sugarcane
128.83,51.13,55.2,29.14,78.2,6.58,1459.03,sugarcane
96.96,77.6,73.71,22.02,65.66,6.31,604.73,tomato
95.37,64.78,46.65,15.43,62.51,6.56,621.8,wheat
101.94,59.73,59.03,25.72,65.71,6.39,638.11,tomato
116.24,45.87,51.02,15.23,61.83,7.34,745.67,wheat
83.58,62.3,81.13,17.0,61.47,6.61,581.95,onion
104.44,44.89,38.03,19.45,57.41,6.81,600.49,wheat
70.08,26.04,43.86,23.46,58.66,7.38,638.51,cotton
110.05,44.38,39.42,23.47,66.36,6.72,568.86,maize
36.44,51.21,48.09,25.63,58.33,6.1,531.6,groundnut
52.02,38.88,47.78,29.04,56.97,7.06,811.63,mango
107.44,57.42,57.46,27.02,76.03,5.66,1155.22,turmeric
70.96,39.48,50.23,33.14,86.31,5.73,1536.72,rice
124.58,52.04,59.24,27.52,68.71,6.55,1485.36,sugarcane
149.93,60.11,198.86,24.75,75.49,6.38,1348.87,banana
29.63,56.56,47.58,27.71,56.77,6.76,621.8,groundnut
95.76,77.46,70.66,21.36,55.81,6.6,555.15,tomato
50.67,46.66,75.32,25.09,73.87,5.88,1190.41,turmeric
60.15,47.49,35.15,26.11,69.38,7.14,480.8,maize
106.37,86.17,107.37,20.34,78.34,5.62,584.5,potato
26.03,44.82,26.53,22.86,32.84,6.47,429.41,chickpea
104.52,64.3,77.01,29.22,79.91,5.6,1118.59,turmeric
133.85,59.31,51.25,12.47,44.76,6.69,750.28,wheat
49.73,34.99,32.81,35.91,61.74,6.72,895.25,mango
103.67,41.32,32.71,24.73,65.05,6.88,507.4,cotton
88.97,42.99,36.93,19.35,78.01,5.95,1402.56,rice
73.46,40.53,51.09,19.42,100.0,6.26,1644.65,rice
116.94,46.15,43.58,20.02,66.46,7.08,776.08,wheat
145.66,96.03,122.27,24.56,77.98,5.29,436.94,potato
93.02,56.71,42.7,25.3,85.37,5.83,2002.68,rice
101.16,52.15,86.06,17.78,62.54,6.04,675.18,onion
135.98,88.38,107.89,17.97,81.8,6.38,570.76,potato
26.29,42.78,40.62,19.25,40.43,6.31,397.92,chickpea
130.01,57.27,58.95,22.73,80.71,7.47,1561.38,sugarcane
143.82,60.29,62.56,21.21,72.65,6.31,1197.75,sugarcane
158.9,50.07,46.89,21.16,84.22,6.62,1461.94,sugarcane
141.69,42.01,189.94,28.2,82.08,6.91,1275.52,banana
106.04,57.54,42.17,27.79,67.2,6.4,631.85,chilli
30.89,45.84,58.91,31.16,70.39,6.86,573.1,groundnut
67.69,43.67,32.65,25.27,67.44,6.06,547.64,cotton
27.82,45.01,35.62,30.22,46.69,6.01,373.99,chickpea
31.7,37.5,52.52,22.6,68.9,6.73,637.86,groundnut
141.45,69.93,148.23,19.28,80.68,5.07,536.57,potato
16.72,44.6,55.16,25.52,60.42,6.07,540.26,groundnut
77.3,35.34,42.81,21.31,73.33,7.24,695.77,cotton
29.89,45.36,47.29,30.29,64.32,6.55,718.0,soybean
117.89,54.57,51.95,36.01,82.44,6.95,1685.39,sugarcane
89.97,71.01,46.96,25.82,64.12,6.13,721.23,tomato
93.08,42.67,66.49,28.91,75.68,6.36,1296.86,turmeric
96.23,58.43,70.26,24.9,62.41,6.83,673.01,chilli
141.83,45.88,216.19,29.12,81.95,7.14,1159.81,banana
169.05,63.08,197.44,27.85,92.88,7.22,1443.48,banana
93.87,43.3,38.8,19.76,60.14,7.62,752.75,cotton
63.95,36.83,47.54,27.5,62.27,7.69,659.59,cotton
30.43,59.56,48.11,19.98,56.58,6.98,650.01,soybean
84.04,59.15,43.59,29.59,82.03,5.52,1594.7,rice
75.29,52.16,73.62,29.32,78.75,6.4,1233.0,turmeric
82.39,48.75,45.45,28.82,87.14,6.12,1352.47,rice
80.03,55.02,77.28,36.23,82.63,6.96,1181.83,turmeric
95.25,34.58,32.51,31.56,50.33,6.85,732.86,cotton
22.06,33.64,40.85,23.97,44.19,6.55,423.23,chickpea
27.29,55.75,50.75,23.99,51.91,7.1,427.56,chickpea
69.58,61.82,67.24,11.72,75.23,6.29,781.77,onion
84.22,29.46,44.8,22.29,58.59,6.3,592.01,maize
82.11,54.0,39.43,20.52,86.37,5.84,1362.07,rice
20.82,39.82,51.93,22.71,46.05,6.5,445.38,chickpea
18.69,39.82,37.23,29.14,38.61,6.67,373.18,chickpea
98.95,68.9,55.15,26.31,57.69,6.51,640.63,chilli
97.25,65.44,72.81,23.36,60.35,6.44,780.6,onion
75.92,59.12,81.95,21.14,61.0,6.78,648.59,onion
81.2,57.5,78.47,23.06,64.36,7.2,588.34,chilli
82.3,51.79,48.93,16.24,48.65,7.1,666.92,wheat
81.55,29.85,41.04,25.73,43.83,6.81,798.11,cotton
37.37,55.09,48.82,27.61,64.52,6.16,655.23,soybean
118.04,57.85,66.91,29.64,87.52,6.92,1637.04,sugarcane
100.61,60.64,31.2,23.81,66.74,6.89,540.03,maize
136.44,44.52,175.96,29.16,80.2,6.68,1200.19,banana
114.37,42.32,36.38,27.83,52.71,7.02,634.93,wheat
45.57,44.08,34.3,27.58,63.71,5.99,970.66,mango
113.8,72.69,62.88,25.22,48.0,6.31,611.53,tomato
79.55,51.39,98.56,16.0,66.86,6.58,576.48,onion
74.34,66.82,84.95,19.46,68.18,6.73,663.95,onion
73.23,38.66,66.29,30.26,86.82,6.6,1421.65,turmeric
151.04,50.08,180.92,29.81,78.07,7.08,1269.77,banana
136.02,90.68,141.19,25.01,67.27,5.53,518.06,potato
34.8,33.81,47.15,29.53,66.38,5.75,836.99,mango
84.17,45.48,69.63,23.27,68.22,6.31,658.97,onion
83.12,49.76,76.15,23.38,57.43,6.41,730.29,onion
71.61,42.68,44.57,32.65,79.51,5.95,1378.73,rice
161.05,61.41,78.63,26.17,81.89,7.25,1365.55,sugarcane
25.56,58.92,39.41,32.9,67.98,6.06,583.19,groundnut
85.65,44.03,36.24,29.33,59.7,6.95,725.89,cotton
92.73,33.71,37.44,21.09,58.88,6.67,697.77,wheat
100.0,56.48,38.7,15.98,49.85,6.21,714.58,wheat
73.68,66.24,62.27,16.55,76.75,6.66,625.59,onion
80.01,44.08,71.39,32.31,73.86,6.82,1177.24,turmeric
120.99,57.17,32.16,13.9,54.08,6.79,586.98,wheat
82.16,45.34,38.43,37.61,86.46,5.49,1637.29,rice
83.17,46.84,40.47,27.48,73.84,6.7,489.02,maize
85.47,43.48,41.14,33.17,87.66,6.2,1861.1,rice
104.14,72.88,77.59,25.03,70.88,6.5,602.11,tomato
74.25,37.71,34.69,22.35,66.68,5.53,505.13,maize
89.28,39.55,32.01,26.16,55.0,6.38,595.83,maize
76.35,41.62,31.14,22.12,55.34,6.05,663.72,maize
113.17,52.86,61.62,27.06,92.76,6.44,1676.91,sugarcane
135.01,55.93,184.22,29.95,84.62,6.73,1431.09,banana
137.78,62.7,180.16,34.9,86.14,6.57,1157.34,banana
155.18,45.18,64.82,35.67,82.24,7.06,1588.15,sugarcane
26.71,60.4,33.22,21.7,75.58,6.44,510.33,soybean
79.67,29.49,41.94,22.96,86.69,6.09,1412.02,rice
150.41,87.12,118.42,18.98,74.88,5.54,498.38,potato
26.17,60.16,50.44,30.44,63.62,6.31,695.82,groundnut
91.37,61.99,67.79,27.04,82.57,6.86,1093.92,turmeric
21.14,56.32,52.97,24.77,60.92,6.47,694.86,soybean
85.95,46.63,32.35,27.46,64.42,6.36,552.39,maize
22.57,50.92,50.58,23.55,72.64,6.55,682.68,soybean
93.91,70.12,75.8,27.58,67.36,6.62,664.82,tomato
118.15,55.02,50.19,21.19,44.5,6.97,679.44,wheat
45.96,32.77,42.22,30.18,63.27,7.12,926.76,mango
43.8,29.62,47.33,29.65,61.5,6.06,1054.93,mango
121.06,64.13,59.42,22.0,74.71,6.46,759.48,tomato
111.84,91.49,115.72,18.62,76.47,5.49,414.75,potato
120.33,49.53,54.76,22.85,72.59,7.48,1610.35,sugarcane
133.49,81.83,132.75,21.16,64.43,5.27,394.55,potato
130.83,57.16,57.33,27.71,70.99,6.78,1381.61,sugarcane
64.39,38.44,55.86,30.98,59.44,6.6,1058.31,mango
83.01,51.02,75.26,34.4,75.12,7.29,1066.46,turmeric
74.11,59.69,92.82,19.06,74.72,6.6,713.9,onion
63.69,44.08,25.98,28.87,66.65,6.27,607.57,cotton
103.82,50.0,65.48,22.96,67.35,6.83,658.63,chilli
88.68,55.71,65.09,21.29,71.97,6.6,774.13,chilli
21.22,49.25,61.74,24.46,67.8,6.26,767.38,soybean
93.94,56.12,58.23,30.74,70.47,6.4,602.42,chilli
113.12,70.33,86.9,22.62,74.26,6.35,607.26,onion
115.26,46.44,201.69,33.08,72.9,7.34,1109.18,banana
124.37,68.56,45.66,13.54,53.07,6.87,906.82,wheat
125.02,55.09,130.82,25.33,70.15,5.2,533.87,potato
116.74,70.65,36.16,16.14,58.12,6.73,601.77,wheat
89.2,57.93,75.81,24.03,66.17,6.33,659.29,tomato
95.64,59.18,35.39,27.35,65.78,6.6,561.54,chilli
75.5,45.0,46.26,22.36,68.15,5.86,1355.86,rice
87.85,44.86,40.86,28.6,85.92,5.7,1822.86,rice
30.88,56.83,39.73,25.2,75.77,6.05,711.99,soybean
34.12,50.6,42.45,21.14,36.82,7.36,444.68,chickpea
99.84,80.11,68.39,19.32,61.13,6.49,618.3,tomato
127.16,80.83,77.94,24.93,54.72,6.53,608.57,tomato
103.67,51.35,86.93,17.41,69.56,6.74,553.19,onion
106.44,75.8,113.74,20.95,73.56,6.23,497.3,potato
85.37,49.82,93.24,15.93,65.24,6.37,696.13,onion
27.73,48.72,45.3,20.84,75.89,6.43,746.85,soybean
84.04,44.82,36.85,29.88,75.13,6.3,1507.08,rice
94.82,40.76,54.5,20.9,81.88,6.41,634.17,chilli
30.34,54.97,33.19,13.42,50.05,6.18,464.25,chickpea
111.51,58.22,45.44,31.72,81.43,6.13,1732.47,sugarcane
37.25,54.2,25.1,21.39,39.2,7.16,327.73,chickpea
61.61,37.8,42.79,31.04,54.99,6.35,860.03,mango
82.8,41.76,51.16,24.14,70.51,6.5,459.48,maize
74.54,56.61,65.92,26.92,54.91,6.41,580.12,onion
131.26,83.55,130.13,20.16,78.29,5.76,479.53,potato
36.34,49.98,37.92,27.97,62.16,6.46,558.99,groundnut
35.46,48.93,56.7,27.37,70.11,6.12,573.84,groundnut
70.89,54.39,56.22,25.42,74.29,6.01,1387.57,turmeric
113.44,67.47,50.76,24.28,64.25,6.38,620.12,chilli
59.21,22.61,42.92,28.08,67.59,6.27,963.3,mango
115.75,45.86,63.96,26.16,67.68,7.11,1709.27,sugarcane
101.68,51.5,64.35,25.47,67.81,6.31,697.46,tomato
79.28,33.62,40.27,32.28,86.1,6.13,1609.95,rice
7.5,64.63,41.08,23.73,66.43,6.6,697.96,soybean
101.98,58.41,78.77,30.14,60.04,6.45,547.64,chilli
20.35,61.05,29.35,24.59,33.62,6.98,493.1,chickpea
75.8,43.63,39.26,24.04,69.39,6.64,689.54,maize
124.58,56.36,69.48,20.9,67.35,6.33,589.92,tomato
135.93,57.09,179.67,24.28,88.89,6.85,1118.45,banana
136.5,49.91,176.24,22.78,76.44,7.09,1291.51,banana
69.34,28.48,40.34,31.5,59.81,6.52,928.39,mango
37.73,56.56,48.06,27.9,72.95,6.77,541.19,groundnut
98.38,43.32,40.32,28.42,80.61,6.2,1276.74,rice
21.12,44.21,48.29,30.89,51.8,5.99,1025.66,mango
123.14,74.68,66.07,19.64,60.06,6.62,609.75,tomato
87.18,44.22,36.16,28.4,68.14,6.61,495.57,maize
154.06,60.1,44.49,35.77,87.35,6.76,1698.44,sugarcane
142.36,46.94,175.78,30.13,84.94,6.07,1446.29,banana
125.59,64.13,135.0,20.89,79.3,5.62,556.69,potato
116.31,56.08,51.87,32.7,78.38,6.33,1512.17,sugarcane
34.39,51.04,51.5,24.36,40.45,6.53,356.02,chickpea
99.74,34.78,35.55,23.35,54.43,7.26,700.76,cotton
152.78,74.03,134.64,20.63,71.64,5.45,516.15,potato
80.36,36.99,42.72,29.18,63.75,7.25,788.44,cotton
146.03,70.74,124.28,25.1,78.62,5.78,542.04,potato
104.61,32.57,41.61,33.02,49.67,6.83,814.22,cotton
86.6,58.55,68.7,28.92,76.95,5.38,1086.14,turmeric
50.29,29.57,40.08,25.83,68.37,6.16,870.38,mango
145.24,49.63,39.9,17.26,57.97,6.85,828.41,wheat
109.49,57.37,73.66,30.26,82.56,7.16,1685.47,sugarcane
84.72,56.13,44.72,27.17,82.5,5.69,1720.9,rice
87.58,61.89,77.66,31.79,86.59,6.57,1241.92,turmeric
26.97,55.16,44.99,25.5,35.56,6.9,363.63,chickpea
79.61,43.71,48.02,31.27,72.65,6.37,1876.02,rice
152.64,50.05,196.39,30.71,86.87,7.03,1308.11,banana
139.73,55.32,61.65,25.82,88.38,7.82,1458.21,sugarcane
88.07,37.7,45.48,30.65,89.13,6.69,1678.48,rice
119.12,45.12,47.35,13.74,49.36,6.2,649.86,wheat
83.53,54.97,54.34,30.4,74.87,6.7,708.87,chilli
44.93,53.18,52.07,28.06,69.1,6.87,980.45,mango
114.05,73.08,62.41,26.41,59.74,6.49,587.69,tomato
98.62,65.13,38.41,14.48,55.57,7.01,685.84,wheat
85.31,52.73,35.7,26.51,64.15,6.47,551.41,maize
135.57,55.14,59.8,25.79,74.1,6.91,1292.2,sugarcane
118.87,91.16,133.83,16.9,61.59,5.33,461.16,potato
106.94,71.38,50.34,28.27,79.11,6.64,1456.5,sugarcane
55.34,39.97,40.99,26.73,58.91,5.31,932.06,mango
93.36,53.71,77.01,17.67,62.67,7.17,635.28,onion
127.9,62.66,48.24,15.78,46.9,6.52,719.62,wheat
16.6,55.84,49.81,27.12,56.33,6.45,682.24,groundnut
140.24,57.17,83.33,30.82,76.62,6.43,1388.36,sugarcane
142.61,58.05,188.68,27.1,74.74,6.42,1374.55,banana
86.61,55.77,33.1,21.31,64.5,6.46,623.12,maize
125.67,46.83,169.31,31.08,82.59,7.23,1315.05,banana
67.99,30.57,48.2,28.16,58.18,6.4,744.77,cotton
105.01,52.65,79.67,24.69,63.22,6.47,595.4,chilli
137.7,60.62,52.41,31.8,84.54,6.71,1800.29,sugarcane
51.56,23.11,41.86,30.82,74.07,6.4,1051.29,mango
95.96,35.55,45.33,31.98,60.77,6.77,602.72,cotton
46.96,36.91,48.54,30.05,49.91,6.59,1087.22,mango
46.57,58.3,55.3,28.63,68.65,6.25,614.6,groundnut
18.97,48.34,41.83,25.19,45.8,6.99,398.59,chickpea
87.39,54.13,92.08,30.29,63.34,6.48,623.7,onion
125.26,73.89,132.82,21.46,67.21,6.52,590.72,potato
36.92,26.38,42.76,25.74,45.75,5.75,903.76,mango
121.16,48.54,60.97,27.98,81.56,6.58,1757.77,sugarcane
116.68,54.71,78.38,17.82,69.03,6.55,648.78,onion
67.67,49.14,46.41,25.54,86.14,6.07,1492.23,rice
35.91,50.13,46.32,26.71,56.01,6.76,541.06,groundnut
106.76,66.28,71.93,27.73,79.42,6.74,1795.89,sugarcane
100.2,58.78,69.59,22.18,61.11,6.9,711.03,onion
95.77,68.11,48.33,16.61,63.52,6.34,617.55,wheat
105.15,44.67,46.12,22.65,64.59,6.04,575.46,maize
103.98,40.13,45.66,30.12,46.19,7.65,713.52,cotton
131.17,63.87,65.07,34.01,60.0,6.64,1696.07,sugarcane
26.5,45.46,49.02,17.25,47.09,6.81,346.46,chickpea
80.96,54.21,61.48,28.36,67.6,7.03,1130.43,turmeric
86.59,60.08,41.39,25.11,73.88,5.82,1593.37,rice
79.62,53.27,43.21,29.14,80.23,5.99,1661.56,rice
143.86,76.66,122.17,16.68,85.45,6.66,460.98,potato
143.48,50.44,58.64,32.54,84.83,6.55,1793.95,sugarcane
26.64,44.87,51.49,23.47,64.39,6.67,556.43,groundnut
21.49,48.37,42.47,31.19,63.85,6.74,577.6,groundnut
112.93,54.26,45.22,8.0,60.12,6.8,677.75,wheat
109.96,44.1,29.12,23.3,53.84,5.94,599.3,maize
85.6,54.19,61.56,23.74,66.14,6.53,593.86,onion
88.6,39.74,44.93,25.67,53.58,6.41,718.29,cotton
69.3,33.56,38.18,28.31,84.02,5.94,1670.41,rice
36.17,57.0,44.43,26.69,65.78,6.42,653.65,soybean
27.44,49.52,46.92,22.25,41.88,6.7,384.05,chickpea
32.15,63.24,48.15,26.69,70.06,6.48,712.05,groundnut
115.88,44.8,57.87,24.67,77.18,7.01,1649.3,sugarcane
127.87,48.86,49.33,15.45,44.98,7.02,829.08,wheat
122.88,92.55,147.45,16.84,66.23,5.7,391.45,potato
39.1,33.57,47.55,23.15,68.18,6.91,762.72,mango
111.57,46.24,37.58,30.73,54.26,5.86,474.01,maize
69.51,46.21,75.18,28.23,65.16,6.09,1289.23,turmeric
39.68,64.26,31.51,26.38,34.43,6.36,359.83,chickpea
115.04,47.07,55.89,28.88,73.39,7.14,1552.11,sugarcane
91.41,39.31,37.77,31.26,55.04,6.71,698.81,cotton
102.92,61.43,94.31,24.8,71.2,6.21,788.25,onion
109.84,44.22,200.58,30.13,76.74,7.03,1449.92,banana
75.71,49.26,84.42,19.89,69.55,6.13,643.05,onion
59.33,40.66,44.1,27.76,71.86,6.01,675.99,maize
91.88,32.5,37.39,27.88,56.05,6.49,671.43,cotton
81.85,63.7,44.25,30.78,75.55,6.27,618.76,chilli
90.5,40.99,50.73,29.34,95.47,5.83,1947.19,rice
68.24,38.29,46.23,24.47,85.4,5.66,1769.63,rice
96.82,40.65,34.12,21.08,56.29,6.85,668.71,cotton
99.63,37.28,34.47,24.99,64.69,6.87,449.07,maize
57.16,42.5,76.63,30.65,69.07,7.05,1225.36,turmeric
104.55,40.22,39.18,25.85,79.03,5.84,1837.8,rice
73.13,73.22,67.51,24.9,76.16,6.59,1241.26,turmeric
95.5,54.49,44.77,25.35,43.66,7.18,797.31,wheat
53.65,26.83,40.68,30.18,51.58,5.87,820.68,mango
136.42,49.72,62.05,24.86,86.98,6.16,1684.84,sugarcane
108.26,56.61,52.36,21.2,61.52,6.58,611.08,wheat
41.32,53.26,39.88,15.56,44.34,6.67,337.09,chickpea
82.83,40.1,33.59,28.8,65.83,6.63,778.14,cotton
20.91,55.08,31.89,24.12,45.13,7.25,457.07,chickpea
92.02,55.53,69.31,29.8,74.59,6.69,1228.16,turmeric
125.01,76.34,99.04,18.84,62.87,4.88,486.88,potato
129.56,65.98,61.47,34.12,71.8,6.67,1722.67,sugarcane
188.32,61.57,217.62,25.87,78.52,6.92,1369.21,banana
85.18,43.19,47.58,30.55,59.38,7.69,480.8,cotton
33.81,52.97,60.38,25.7,67.08,6.77,691.15,groundnut
69.46,36.99,48.44,35.77,81.85,5.96,1614.01,rice
89.61,34.64,44.2,24.12,62.42,6.23,720.39,cotton
118.17,93.0,115.86,19.86,61.84,6.18,404.36,potato
103.83,54.33,42.27,11.01,66.21,6.77,744.3,wheat
78.23,47.96,31.87,24.46,46.8,6.78,649.63,cotton
161.67,45.79,158.41,35.07,84.42,6.99,1394.0,banana
84.81,38.72,43.1,28.24,66.26,6.84,572.64,maize
77.32,36.26,45.63,31.04,61.71,6.56,603.92,cotton
170.97,44.83,174.58,24.31,87.17,7.24,1228.29,banana
87.44,54.51,87.3,20.85,68.76,6.4,571.07,onion
88.98,48.3,87.55,22.52,68.61,6.39,619.5,onion
108.82,60.12,202.63,25.35,85.26,6.62,1360.67,banana
132.46,76.93,176.9,30.69,81.03,7.1,1181.98,banana
131.11,61.97,186.98,24.53,85.06,7.05,1247.03,banana
135.77,70.14,123.75,17.98,66.99,5.46,466.26,potato
119.61,70.78,68.77,26.19,58.71,6.04,605.43,tomato
27.94,51.3,59.33,21.14,59.3,6.4,574.78,groundnut
84.09,36.36,31.62,21.37,58.8,7.16,809.96,cotton
105.69,57.15,42.22,15.91,50.73,6.87,548.28,wheat
124.05,57.7,209.45,27.59,90.81,7.59,1566.32,banana
134.9,54.24,59.02,32.64,87.95,6.84,1598.26,sugarcane
101.5,61.24,43.81,13.81,54.96,7.04,681.17,wheat
104.83,51.73,77.58,20.07,62.08,6.43,601.49,tomato
85.36,48.04,37.28,22.01,74.68,6.53,703.04,maize
156.79,52.84,194.78,31.05,84.03,6.93,1263.18,banana
137.7,79.72,62.69,25.81,60.59,6.64,563.52,tomato
92.34,64.0,74.27,22.4,77.38,6.58,620.23,onion
95.72,47.75,54.19,24.16,65.77,6.09,731.73,chilli
87.42,37.52,38.61,24.25,56.04,7.0,680.53,cotton
113.11,57.31,35.65,14.2,68.49,6.47,865.62,wheat
32.48,53.8,24.0,30.5,40.68,6.4,387.24,chickpea
56.66,57.48,88.42,26.88,58.35,6.8,773.33,onion
175.05,52.81,178.87,20.49,86.81,6.48,1268.4,banana
143.6,44.11,53.35,28.46,86.03,6.73,1567.51,sugarcane
74.64,58.11,61.62,28.21,75.19,6.31,1001.57,turmeric
7.5,45.15,39.4,28.0,60.69,6.5,444.11,groundnut
37.69,43.22,47.0,16.52,37.94,6.95,460.79,chickpea
130.0,45.73,44.48,25.81,68.74,6.33,587.19,maize
21.53,52.35,45.01,11.03,36.59,7.08,443.8,chickpea
149.6,42.26,67.84,23.31,89.29,6.17,1672.84,sugarcane
158.01,41.9,160.25,31.89,77.61,6.5,1092.14,banana
84.53,41.06,35.47,20.31,69.52,7.1,662.04,cotton
134.91,61.54,58.34,41.06,73.72,7.4,1490.8,sugarcane
87.53,47.86,50.56,31.36,81.63,5.69,1558.2,rice
52.24,40.92,44.67,26.17,65.09,7.13,952.77,mango
159.91,81.58,126.35,20.05,70.03,5.87,538.76,potato
111.59,64.48,37.21,19.54,56.5,6.85,827.24,wheat
97.87,55.44,69.79,18.16,56.21,6.84,640.33,chilli
78.16,29.68,34.81,27.16,62.01,7.13,617.18,cotton
87.45,49.9,55.04,29.54,65.46,6.42,594.37,chilli
75.66,62.38,28.7,20.46,74.86,6.86,510.88,maize
84.74,54.52,91.92,26.25,69.98,6.51,1274.44,turmeric
87.08,40.78,46.45,32.63,86.39,5.61,1454.57,rice
30.46,44.24,45.93,25.98,71.52,6.48,500.84,groundnut
71.15,38.06,54.45,19.22,72.06,6.49,755.08,chilli
23.6,44.99,62.5,25.09,51.46,6.52,478.48,chickpea
33.34,57.09,52.06,24.55,68.76,6.4,606.16,soybean
37.46,50.49,36.51,19.1,31.91,6.68,434.42,chickpea
84.02,41.65,41.33,19.54,56.92,6.67,613.93,maize
95.94,51.47,77.04,22.5,58.06,6.23,575.77,onion
25.46,49.37,51.37,26.14,70.95,6.46,607.12,soybean
28.88,51.45,44.54,30.11,50.95,6.44,662.72,groundnut
26.41,50.04,50.97,21.75,66.58,6.43,744.97,groundnut
124.44,64.88,145.36,23.37,84.36,6.6,1240.66,banana
142.59,53.89,146.95,31.76,84.98,6.29,1428.48,banana
98.87,53.85,91.51,19.26,63.44,6.61,644.26,onion
90.86,55.98,85.75,19.5,65.78,6.06,717.01,onion
39.84,41.44,43.75,13.76,45.71,7.03,389.27,chickpea
106.15,44.34,55.0,22.62,62.66,6.8,755.38,chilli
86.48,39.95,38.36,32.16,62.59,6.97,804.22,cotton
104.06,57.38,40.42,17.15,51.03,6.18,732.16,wheat
89.67,44.97,61.94,26.95,76.51,6.59,627.29,chilli
110.48,40.27,41.09,24.62,63.62,6.11,679.1,maize
38.49,50.34,46.9,25.01,69.03,6.51,617.97,soybean
65.93,38.08,34.05,24.35,89.09,5.76,2126.48,rice
119.06,56.86,65.84,23.53,63.96,6.34,512.08,tomato
90.54,34.67,36.64,30.69,85.71,6.13,2200.0,rice
28.55,68.47,37.7,22.93,30.52,6.91,457.1,chickpea
118.2,48.91,35.45,20.01,67.95,6.91,535.52,maize
18.7,42.67,52.52,25.68,61.14,6.47,548.81,groundnut
120.37,39.8,64.02,30.12,77.71,6.51,1494.81,sugarcane
98.92,42.8,55.14,22.2,49.16,6.85,741.75,wheat
33.66,50.16,42.33,20.68,36.56,6.28,396.06,chickpea
127.09,52.09,35.63,22.83,54.15,6.83,823.48,wheat
114.92,52.25,30.0,30.81,73.48,7.17,1558.53,sugarcane
37.83,40.44,36.18,34.47,59.46,7.48,853.35,mango
35.72,64.41,41.15,16.54,43.59,6.91,450.79,chickpea
82.31,64.83,60.83,28.59,68.65,6.62,547.93,chilli
87.47,54.25,82.96,31.59,72.9,7.1,1042.68,turmeric
75.42,63.72,80.11,15.77,59.23,6.3,650.16,onion
51.49,31.88,46.43,31.39,66.91,6.84,961.22,mango
94.93,45.45,67.62,27.82,66.85,6.94,617.21,chilli
33.78,50.25,38.75,20.73,49.43,7.0,454.71,chickpea
80.13,45.97,37.28,24.82,64.19,6.8,577.56,cotton
97.93,76.55,86.78,17.4,62.02,6.21,488.22,tomato
154.34,53.69,181.68,27.85,82.47,6.39,1012.4,banana
70.97,58.78,65.27,28.12,64.32,6.6,714.2,chilli
86.02,50.13,34.87,28.42,56.51,5.95,617.96,maize
83.74,54.21,34.94,35.61,85.12,5.82,1588.85,rice
11.32,50.0,42.71,24.29,55.9,6.6,554.51,soybean
93.91,33.19,28.68,23.46,49.03,7.5,548.54,cotton
124.89,80.75,156.3,20.08,67.16,5.32,562.63,potato
30.13,70.24,42.34,23.23,48.29,6.65,464.7,chickpea
97.98,52.96,82.93,23.42,66.29,6.73,588.64,chilli
111.07,79.34,76.46,21.42,48.83,6.36,442.73,tomato
119.04,55.86,189.17,28.39,77.25,6.56,1265.84,banana
84.59,51.47,80.56,25.28,80.13,7.09,1207.61,turmeric
88.71,58.71,64.81,31.75,84.55,6.41,1339.81,turmeric
121.77,57.11,64.56,32.14,80.38,6.75,1404.57,sugarcane
63.08,56.47,41.51,26.69,76.17,5.59,1764.63,rice
25.44,50.55,57.52,27.47,63.92,6.32,747.66,groundnut
115.37,66.87,75.86,24.59,56.28,6.21,597.92,tomato
31.63,58.9,43.22,25.32,62.39,5.96,724.87,soybean
25.72,46.62,57.17,20.53,61.2,6.44,532.97,soybean
99.91,56.67,31.61,15.45,46.81,6.8,799.44,wheat
82.03,39.33,33.61,25.75,75.74,6.42,1776.33,rice
77.4,45.79,75.94,19.6,64.8,6.51,644.11,onion
69.83,44.36,30.18,21.63,74.01,6.3,718.41,cotton
112.28,70.1,69.87,21.65,54.73,6.33,570.6,tomato
63.61,40.54,48.51,32.88,43.4,6.26,762.38,mango
170.58,56.15,180.44,22.09,83.18,7.53,1411.27,banana
80.02,55.26,46.34,18.91,56.26,7.19,646.04,wheat
71.33,40.06,40.6,22.78,77.38,5.88,1774.88,rice
129.16,90.18,99.42,19.65,59.46,5.81,488.19,potato
113.77,53.54,37.78,21.43,67.42,6.57,638.78,wheat
127.55,56.01,43.0,19.58,48.54,6.76,484.76,wheat
106.99,50.69,74.87,21.26,60.06,6.69,589.95,tomato
102.29,45.41,41.94,30.23,72.73,7.17,764.61,cotton
81.95,52.09,43.69,19.18,51.18,6.76,451.17,wheat
23.21,56.91,53.85,24.12,57.97,6.4,594.57,groundnut
100.91,38.86,42.84,28.03,67.92,7.2,701.34,cotton
109.98,56.06,68.57,21.15,69.43,6.52,576.47,tomato
81.41,50.46,62.76,20.86,69.3,6.33,731.58,onion
99.67,56.54,47.29,11.44,57.25,7.1,658.49,wheat
26.47,55.93,47.04,21.82,57.52,6.42,375.64,chickpea
79.09,47.49,43.69,31.52,79.78,6.13,1548.09,rice
138.18,72.05,144.91,20.02,69.99,5.97,546.96,potato
77.65,45.29,33.45,27.23,82.19,6.66,1377.61,rice
129.31,68.22,198.56,25.8,96.82,6.3,1148.41,banana
32.58,55.67,41.27,25.78,64.97,6.8,538.64,groundnut
130.17,58.2,50.2,38.61,75.4,6.63,1447.99,sugarcane
29.74,59.67,44.06,27.15,51.88,6.02,644.73,groundnut
